Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
BestOfMyLove,TheEmotions,"['does', ""n't"", 'take', 'much', 'to', 'make', 'happy', 'and', 'make', 'smile', 'with', 'glee', 'never', 'never', 'will', 'i', 'feel', 'discouraged', 'our', 'love', 'mystery', 'demonstrating', 'love', 'and', 'affection', 'that', 'you', 'give', 'so', 'openly', 'yeah', 'i', 'like', 'the', 'way', 'you', 'make', 'feel', 'about', 'you', 'baby', 'want', 'the', 'whole', 'wide', 'world', 'to', 'see', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'flowing', 'in', 'and', 'out', 'of', 'changes', 'kind', 'that', 'come', 'around', 'each', 'day', 'my', 'life', 'has', 'better', 'meaning', 'love', 'has', 'kissed', 'in', 'beautiful', 'way', 'oh', 'yeah', 'my', 'love', 'my', 'love', 'oh', 'oh', 'oh', 'yeah', 'my', 'love', 'my', 'love', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'oh', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'yes', 'you', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'demonstrating', 'free', 'love', 'and', 'affection', 'that', 'you', 'give', 'so', 'openly', 'yeah', 'the', 'way', 'i', 'feel', 'about', 'you', 'baby', 'ca', ""n't"", 'explain', 'it', 'want', 'the', 'whole', 'wide', 'world', 'to', 'see', 'oh', 'but', 'in', 'my', 'heart', 'you', 'all', 'i', 'need', 'you', 'and', 'you', 'oh', 'yeah', 'it', 'growing', 'everyday', 'baby', 'oh', 'oh', 'oh', 'doo', 'doo', 'doo', 'doo', 'doo', 'doo', 'doo', 'doo', 'ow', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'giving', 'you', 'the', 'best', 'of', 'my', 'love', 'my', 'love', 'my', 'love', 'my', 'love', 'my', 'love', 'oh', 'giving', 'you', 'the', 'best', 'of', 'my', 'love', 'my', 'love', 'my', 'love', 'oh', 'yeah', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'oh', 'oh', 'oh', 'oh', 'oh', 'you', 'got', 'the', 'best', 'of', 'my', 'love', 'oh', 'giving', 'you', 'the', 'best', 'of', 'my', 'love', 'you', 'got', 'the', 'best', 'you', 'got', 'the', 'best', 'you', 'got', 'the', 'best', 'you', 'got', 'the', 'best', 'love', 'oh', 'giving', 'you', 'the', 'best', 'of', 'my', 'love']",PT-BR,https://api.vagalume.com.br/search.php?art= The Emotions &mus=Best-Of-My-Love&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
OMestre-SaladosMares,ElisRegina,"['há', 'tempo', 'águas', 'guanabara', 'o', 'dragão', 'mar', 'reapareceu', 'na', 'figura', 'bravo', 'feiticeiro', 'história', 'esqueceu', 'conhecido', 'navegante', 'negro', 'tinha', 'dignidade', 'mestre-sala', 'acenar', 'mar', 'alegria', 'regatas', 'foi', 'saudado', 'porto', 'mocinhas', 'francesas', 'jovens', 'polacas', 'batalhões', 'mulatas', 'rubras', 'cascatas', 'jorravam', 'costas', 'santos', 'entre', 'cantos', 'chibatas', 'inundando', 'coração', 'pessoal', 'porão', 'que', 'exemplo', 'feiticeiro', 'gritavam', 'então', 'glória', 'piratas', 'às', 'mulatas', 'às', 'sereias', 'glória', 'farofa', 'à', 'cachaça', 'às', 'baleias', 'glória', 'todas', 'lutas', 'inglórias', 'que', 'através', 'história', 'não', 'esquecemos', 'jamais', 'salve', 'navegante', 'negro', 'que', 'monumento', 'pedras', 'pisadas', 'cais', 'mas', 'faz', 'tempo']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=O-Mestre-Sala-dos-Mares&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
NuvemPassageira,HermesAquino,"['eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai', 'não', 'adianta', 'escrever', 'nome', 'pedra', 'pois', 'pedra', 'pó', 'vai', 'transformar', 'você', 'vê', 'vida', 'corre', 'contra', 'tempo', 'sou', 'castelo', 'areia', 'beira', 'mar', 'eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai', 'lua', 'cheia', 'convida', 'longo', 'beijo', 'mas', 'relógio', 'cobra', 'dia', 'amanhã', 'estou', 'sozinho', 'perdido', 'louco', 'leito', 'namorada', 'analisada', 'sobre', 'divã', 'eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai', 'por', 'agora', 'quero', 'dançar', 'chuva', 'não', 'quero', 'saber', 'fazer', 'matar', 'eu', 'vou', 'deixar', 'dia', 'vida', 'energia', 'sou', 'castelo', 'areia', 'beira', 'mar', 'eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai', 'eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai', 'eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai', 'eu', 'nuvem', 'passageira', 'que', 'vento', 'vai', 'eu', 'cristal', 'bonito', 'que', 'quebra', 'cai']",PT-BR,https://api.vagalume.com.br/search.php?art= Hermes Aquino &mus=Nuvem-Passageira&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
MeninadeCabelosLongos,Agepê,"['ei', 'menina', 'cabelos', 'longos', 'quero', 'levar', 'pra', 'longe', 'primeiro', 'bonde', 'gente', 'pode', 'partir', 'ei', 'menina', 'quem', 'sabe', 'indo', 'pro', 'recife', 'então', 'sergipe', 'gente', 'compra', 'jipe', 'lá', 'ou', 'direto', 'pra', 'bahia', 'que', 'tia', 'lá', 'prá', 'comer', 'beber', 'dormir', 'pagar', 'pra', 'comer', 'beber', 'dormir', 'prá', 'comer', 'beber', 'dormir', 'prá', 'comer', 'beber', 'dormir', 'pagar', 'ei', 'ei', 'ei', 'menina', 'cabelos', 'longos', 'quero', 'levar', 'pra', 'longe', 'primeiro', 'bonde', 'gente', 'pode', 'partir', 'eu', 'sei', 'nordeste', 'cabra', 'peste', 'no', 'norte', 'faca', 'corte', 'calor', 'mas', 'vou', 'levar', 'cheio', 'bala', 'um', 'trezoitão', 'mala', 'ventilador', 'ei', 'menina', 'que', 'vida', 'boa', 'gente', 'vai', 'levar', 'melhor', 'vida', 'rainha', 'rei', 'melhor', 'tudo', 'imaginar', 'prá', 'comer', 'beber', 'dormir', 'pagar', 'pra', 'comer', 'beber', 'dormir', 'prá', 'comer', 'beber', 'dormir', 'prá', 'comer', 'beber', 'dormir', 'pagar', 'ei', 'ei', 'ei', 'menina', 'cabelos', 'longos', 'quero', 'levar', 'pra', 'longe', 'primeiro', 'bonde', 'gente', 'pode', 'partir', 'ei', 'menina']",PT-BR,https://api.vagalume.com.br/search.php?art= Agepe &mus=Menina-de-Cabelos-Longos&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Debaixodoscaracóis,RobertoCarlos,"['um', 'dia', 'areia', 'branca', 'pés', 'irão', 'tocar', 'vai', 'molhar', 'cabelos', 'água', 'azul', 'mar', 'janelas', 'portas', 'vão', 'abrir', 'pra', 'ver', 'chegar', 'sentir', 'casa', 'sorrindo', 'vai', 'chorar', 'debaixo', 'caracóis', 'cabelos', 'uma', 'história', 'pra', 'contar', 'mundo', 'tão', 'distante', 'debaixo', 'caracóis', 'cabelos', 'um', 'soluço', 'vontade', 'ficar', 'instante', 'as', 'luzes', 'colorido', 'que', 'vê', 'agora', 'nas', 'ruas', 'onde', 'anda', 'casa', 'onde', 'mora', 'você', 'olha', 'tudo', 'nada', 'lhe', 'faz', 'ficar', 'contente', 'você', 'deseja', 'agora', 'voltar', 'pra', 'gente', 'debaixo', 'caracóis', 'cabelos', 'uma', 'história', 'pra', 'contar', 'mundo', 'tão', 'distante', 'debaixo', 'caracóis', 'cabelos', 'um', 'soluço', 'vontade', 'ficar', 'instante', 'você', 'anda', 'tarde', 'olhar', 'tristonho', 'deixa', 'sangrar', 'peito', 'uma', 'saudade', 'sonho', 'um', 'dia', 'vou', 'ver', 'chegando', 'sorriso', 'pisando', 'areia', 'branca', 'que', 'paraíso', 'debaixo', 'caracóis', 'cabelos', 'uma', 'história', 'pra', 'contar', 'mundo', 'tão', 'distante', 'debaixo', 'caracóis', 'cabelos', 'um', 'soluço', 'vontade', 'ficar', 'instante', 'debaixo', 'caracóis', 'cabelos', 'uma', 'história', 'pra', 'contar', 'mundo', 'tão', 'distante', 'debaixo', 'caracóis', 'cabelos', 'um', 'soluço', 'vontade', 'ficar', 'instante', 'debaixo', 'caracóis', 'cabelos', 'uma', 'história', 'pra', 'contar', 'mundo', 'tão', 'distante', 'debaixo', 'caracóis', 'cabelos', 'um', 'soluço', 'vontade', 'ficar', 'instante']",PT-BR,https://api.vagalume.com.br/search.php?art= Roberto Carlos &mus=Debaixo-dos-caracois&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
MalucoBeleza,RaulSeixas,"['enquanto', 'se', 'esforça', 'pra', 'ser', 'um', 'sujeito', 'normal', 'fazer', 'tudo', 'igual', 'eu', 'lado', 'aprendendo', 'ser', 'louco', 'um', 'maluco', 'total', 'na', 'loucura', 'real', 'controlando', 'maluquez', 'misturada', 'com', 'lucidez', 'vou', 'ficar', 'ficar', 'certeza', 'maluco', 'beleza', 'eu', 'vou', 'ficar', 'ficar', 'certeza', 'maluco', 'beleza', 'caminho', 'que', 'escolhi', 'é', 'tão', 'fácil', 'seguir', 'por', 'ter', 'onde', 'ir', 'controlando', 'maluquez', 'misturada', 'com', 'lucidez', 'eeeeeeeeuu', 'controlando', 'maluquez', 'misturada', 'com', 'lucidez', 'vou', 'ficar', 'ficar', 'certeza', 'maluco', 'beleza', 'eu', 'vou', 'ficar', 'ficar', 'certeza', 'maluco', 'beleza', 'eu', 'vou', 'ficar', 'ficar', 'toda', 'certeza', 'maluco', 'maluco', 'beleza']",PT-BR,https://api.vagalume.com.br/search.php?art= Raul Seixas &mus=Maluco-Beleza&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Êbaiana,ClaraNunes,"['ê', 'baiana', 'ê', 'ê', 'ê', 'baiana', 'baianinha', 'ê', 'baiana', 'ê', 'ê', 'ê', 'baiana', 'baiana', 'boa', 'gosta', 'samba', 'gosta', 'roda', 'diz', 'bamba', 'baiana', 'boa', 'gosta', 'samba', 'gosta', 'roda', 'diz', 'bamba', 'olha', 'toca', 'viola', 'que', 'quer', 'sambar', 'ela', 'gosta', 'samba', 'ela', 'quer', 'rebolar', 'toca', 'viola', 'que', 'quer', 'sambar', 'ela', 'gosta', 'samba', 'ela', 'quer', 'rebolar', 'ê', 'baiana', 'ê', 'baiana', 'ê', 'ê', 'ê', 'baiana', 'baianinha', 'ê', 'baiana', 'ê', 'ê', 'ê', 'baiana']",PT-BR,https://api.vagalume.com.br/search.php?art= Clara Nunes &mus=E-baiana&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
PavãoMysteriozo,Ednardo,"['pavão', 'misterioso', 'pássaro', 'formoso', 'tudo', 'mistério', 'nesse', 'voar', 'ai', 'corresse', 'assim', 'tantos', 'céus', 'assim', 'muita', 'história', 'eu', 'pra', 'contar', 'pavão', 'misterioso', 'pássaro', 'formoso', 'tudo', 'mistério', 'nesse', 'voar', 'ai', 'corresse', 'assim', 'tantos', 'céus', 'assim', 'muita', 'história', 'eu', 'pra', 'contar', 'pavão', 'misterioso', 'nessa', 'cauda', 'aberta', 'leque', 'me', 'guarda', 'moleque', 'de', 'eterno', 'brincar', 'me', 'poupa', 'vexame', 'de', 'morrer', 'tão', 'moço', 'muita', 'coisa', 'ainda', 'quero', 'olhar', 'pavão', 'misterioso', 'pássaro', 'formoso', 'tudo', 'mistério', 'nesse', 'voar', 'ai', 'corresse', 'assim', 'tantos', 'céus', 'assim', 'muita', 'história', 'eu', 'pra', 'contar', 'pavão', 'misterioso', 'meu', 'pássaro', 'formoso', 'no', 'escuro', 'dessa', 'noite', 'me', 'ajuda', 'cantar', 'derrama', 'faíscas', 'despeja', 'trovão', 'desmancha', 'tudo', 'oh', 'que', 'certo', 'pavão', 'misterioso', 'pássaro', 'formoso', 'um', 'conde', 'raivoso', 'não', 'tarda', 'chegar', 'não', 'temas', 'donzela', 'nossa', 'sorte', 'nessa', 'guerra', 'eles', 'muitos', 'mas', 'podem', 'voar']",PT-BR,https://api.vagalume.com.br/search.php?art= Ednardo &mus=Pavao-Mysteriozo&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Sobradinho,"Sá,RodrixeGuarabyra","['o', 'homem', 'chega', 'desfaz', 'natureza', 'tira', 'gente', 'põe', 'represa', 'diz', 'tudo', 'vai', 'mudar', 'o', 'são', 'francisco', 'lá', 'pra', 'cima', 'bahia', 'diz', 'dia', 'menos', 'dia', 'vai', 'subir', 'bem', 'devagar', 'passo', 'passo', 'vai', 'cumprindo', 'profecia', 'do', 'beato', 'dizia', 'sertão', 'ia', 'alagar', 'o', 'sertão', 'vai', 'virar', 'mar', 'dá', 'coração', 'o', 'medo', 'algum', 'dia', 'o', 'mar', 'vire', 'sertão', 'vai', 'virar', 'mar', 'dá', 'coração', 'o', 'medo', 'algum', 'dia', 'o', 'mar', 'vire', 'sertão', 'adeus', 'remanso', 'casa', 'nova', 'sento-sé', 'adeus', 'pilão', 'arcado', 'vem', 'rio', 'engolir', 'debaixo', ""d'água"", 'lá', 'vai', 'vida', 'inteira', 'por', 'cima', 'cachoeira', 'gaiola', 'vai', 'sumir', 'vai', 'ter', 'barragem', 'salto', 'sobradinho', 'povo', 'vai', 'embora', 'medo', 'afogar', 'o', 'sertão', 'vai', 'virar', 'mar', 'dá', 'coração', 'o', 'medo', 'algum', 'dia', 'o', 'mar', 'vire', 'sertão', 'vai', 'virar', 'mar', 'dá', 'coração', 'o', 'medo', 'algum', 'dia', 'o', 'mar', 'vire', 'sertão']",PT-BR,"https://api.vagalume.com.br/search.php?art= Sa, Rodrix e Guarabyra &mus=Sobradinho&apikey=dc668952146a4a25b6d06586e7b69708",exact,
Ourodetolo,RaulSeixas,"['eu', 'devia', 'estar', 'contente', 'porque', 'emprego', 'sou', 'dito', 'cidadão', 'respeitável', 'ganho', 'quatro', 'mil', 'cruzeiros', 'mês', 'eu', 'devia', 'agradecer', 'senhor', 'por', 'ter', 'tido', 'sucesso', 'vida', 'artista', 'eu', 'devia', 'estar', 'feliz', 'porque', 'consegui', 'comprar', 'corcel', 'eu', 'devia', 'estar', 'alegre', 'satisfeito', 'por', 'morar', 'ipanema', 'depois', 'ter', 'passado', 'fome', 'dois', 'anos', 'aqui', 'cidade', 'maravilhosa', 'ah', 'eu', 'devia', 'estar', 'sorrindo', 'orgulhoso', 'por', 'ter', 'finalmente', 'vencido', 'vida', 'mas', 'acho', 'grande', 'piada', 'tanto', 'quanto', 'perigosa', 'eu', 'devia', 'estar', 'contente', 'por', 'ter', 'conseguido', 'tudo', 'quis', 'mas', 'confesso', 'abestalhado', 'que', 'decepcionado', 'porque', 'tão', 'fácil', 'conseguir', 'agora', 'pergunto', 'daí', 'eu', 'porção', 'coisas', 'grandes', 'pra', 'conquistar', 'posso', 'ficar', 'aí', 'parado', 'eu', 'devia', 'estar', 'feliz', 'senhor', 'ter', 'concedido', 'domingo', 'pra', 'ir', 'família', 'jardim', 'zoológico', 'dar', 'pipoca', 'macacos', 'ah', 'mas', 'sujeito', 'chato', 'que', 'acha', 'nada', 'engraçado', 'macaco', 'praia', 'carro', 'jornal', 'tobogã', 'eu', 'acho', 'tudo', 'saco', 'é', 'olhar', 'espelho', 'se', 'sentir', 'grandessíssimo', 'idiota', 'saber', 'humano', 'ridículo', 'limitado', 'que', 'usa', 'dez', 'cento', 'cabeça', 'animal', 'ainda', 'acredita', 'doutor', 'padre', 'policial', 'que', 'contribuindo', 'parte', 'para', 'belo', 'quadro', 'social', 'eu', 'sento', 'no', 'trono', 'apartamento', 'com', 'boca', 'escancarada', 'cheia', 'dentes', 'esperando', 'morte', 'chegar', 'porque', 'longe', 'cercas', 'embandeiradas', 'separam', 'quintais', 'no', 'cume', 'calmo', 'olho', 'vê', 'assenta', 'sombra', 'sonora', 'disco', 'voador', 'eu', 'sento', 'no', 'trono', 'apartamento', 'com', 'boca', 'escancarada', 'cheia', 'dentes', 'esperando', 'morte', 'chegar', 'porque', 'longe', 'cercas', 'embandeiradas', 'separam', 'quintais', 'no', 'cume', 'calmo', 'olho', 'vê', 'assenta', 'sombra', 'sonora', 'disco', 'voador']",PT-BR,https://api.vagalume.com.br/search.php?art= Raul Seixas &mus=Ouro-de-tolo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Casanocampo,ElisRegina,"['eu', 'quero', 'casa', 'campo', 'onde', 'possa', 'compor', 'muitos', 'rocks', 'rurais', 'somente', 'certeza', 'dos', 'amigos', 'peito', 'nada', 'eu', 'quero', 'casa', 'campo', 'onde', 'possa', 'ficar', 'tamanho', 'paz', 'somente', 'certeza', 'dos', 'limites', 'corpo', 'nada', 'eu', 'quero', 'carneiros', 'cabras', 'pastando', 'solenes', 'no', 'jardim', 'eu', 'quero', 'silêncio', 'línguas', 'cansadas', 'eu', 'quero', 'esperança', 'óculos', 'filho', 'cuca', 'legal', 'eu', 'quero', 'plantar', 'colher', 'mão', 'pimenta', 'sal', 'eu', 'quero', 'casa', 'campo', 'do', 'tamanho', 'ideal', 'pau-a-pique', 'sapé', 'onde', 'possa', 'plantar', 'amigos', 'meus', 'discos', 'livros', 'nada', 'onde', 'possa', 'plantar', 'amigos', 'meus', 'discos', 'livros', 'nada', 'onde', 'possa', 'plantar', 'amigos', 'meus', 'discos', 'livros', 'nada']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Casa-no-campo&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
