Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
Inútil,UltrajeaRigor,"['gente', 'sabemos', 'escolher', 'presidente', 'gente', 'sabemos', 'tomar', 'conta', 'gente', 'gente', 'sabemos', 'escovar', 'dente', 'Tem', 'gringo', 'pensando', 'nóis', 'indigente', 'Refrão', 'Inútil', 'gente', 'inútil', 'Inútil', 'gente', 'inútil', 'Inútil', 'gente', 'inútil', 'Inútil', 'gente', 'inútil', 'gente', 'faz', 'carro', 'sabe', 'guiar', 'gente', 'faz', 'trilho', 'trem', 'prá', 'botar', 'gente', 'faz', 'filho', 'consegue', 'criar', 'gente', 'pede', 'grana', 'consegue', 'pagar', 'Refrão', 'gente', 'faz', 'música', 'consegue', 'gravar', 'gente', 'escreve', 'livro', 'consegue', 'publicar', 'gente', 'escreve', 'peça', 'consegue', 'encenar', 'gente', 'joga', 'bola', 'consegue', 'ganhar']",PT-BR,https://api.vagalume.com.br/search.php?art= Ultraje a Rigor &mus=Inutil&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Sina,DjavaneCaetanoVeloso,"['Pai', 'mãe', 'ouro', 'mina', 'Coração', 'desejo', 'sina', 'Tudo', 'pura', 'rotina', 'jazz', 'Tocarei', 'nome', 'pra', 'poder', 'falar', 'amor', 'Minha', 'princesa', 'art-noveau', 'Da', 'natureza', 'tudo', 'Pura', 'beleza', 'jazz', 'luz', 'grande', 'prazer', 'irremediável', 'neon', 'Quando', 'grito', 'prazer', 'açoitar', 'ar', 'réveillon', 'O', 'luar', 'estrela', 'mar', 'O', 'sol', 'dom', 'quiçá', 'dia', 'fúria', 'Desse', 'front', 'virá', 'lapidar', 'O', 'sonho', 'gerar', 'som']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan e Caetano Veloso &mus=Sina&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Adelaide,InimigosdoRei,"['Andava', 'rua', 'noite', 'totalmente', 'Vez', 'outra', 'via', 'coisas', 'bancas', 'jornal', 'Pensava', 'gaja', 'motivo', 'deixou', 'Quando', 'repente', 'ouvi', 'Alguém', 'pequeno', 'gritar', 'Qualquer', 'cola', 'poesia', 'mariola', 'vai', 'vai', 'Perguntei', 'O', 'fazes', 'aqui', 'Ela', 'disse', 'faminta', 'Tentado', 'esquecer', 'Não', 'faças', 'teatro', 'chegue', 'perto', 'mim', 'Qual', 'tal', 'irmos', ""pr'um"", 'boteco', 'assar', 'javali', 'javali', 'Adelaide', 'anã', 'paraguaia', 'Adelaide', 'anã', 'Adelaide', 'anã', 'paraguaia', 'Adelaide', 'anã', 'Digue', 'miúda', 'porque', 'tratas', 'assim', 'Se', 'geladeira', 'Eu', 'posso', 'ser', 'pinguim', 'Dançaremos', 'baixinho', 'lá', 'jardim', 'Alá', 'diz', 'Vê', 'manca', 'rapaz', 'Você', 'alto', 'demais', 'alto', 'demais', 'Adelaide', 'anã', 'paraguaia', 'Adelaide', 'anã', 'Naquele', 'dia', 'brigamos', 'Você', 'irritou', 'Soltaste', 'pum', 'elevador', 'todo', 'mundo', 'disse', 'Eu', 'acho', 'entregou', 'mostrando', 'mão', 'amarela', 'Adelaide', 'anã', 'paraguaia', 'Adelaide', 'anã', 'Oh', 'menina', 'Vê', 'fez', 'Eu', 'jogo', 'confete', 'cospe', 'outra', 'vez', 'Sim', 'jogo', 'basquete', 'português', 'Cláudia', 'Raia', 'É', 'apenas', 'Adelaide', 'anã', 'paraguaia', 'Adelaide', 'anã']",PT-BR,https://api.vagalume.com.br/search.php?art= Inimigos do Rei &mus=Adelaide&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Toada,BocaLivre,"['Vem', 'morena', 'ouvir', 'comigo', 'cantiga', 'Sair', 'vida', 'aventureira', 'Tanta', 'toada', 'trago', 'viola', 'Pra', 'ver', 'feliz', 'Escuta', 'trem', 'ferro', 'alegre', 'cantar', 'Na', 'reta', 'chegada', 'pra', 'descansar', 'No', 'coração', 'sereno', 'toada', 'bem', 'querer', 'Tanta', 'saudade', 'senti', 'morena', 'Mas', 'coisa', 'tão', 'bonita', 'Da', 'vida', 'nunca', 'vou', 'arrepender', 'Morena', 'ouve', 'comigo', 'cantiga', 'Sair', 'vida', 'aventureira', 'Tanta', 'toada', 'trago', 'viola', 'Pra', 'ver', 'feliz', 'Escuta', 'trem', 'ferro', 'alegre', 'cantar', 'Na', 'reta', 'chegada', 'pra', 'descansar', 'No', 'Coração', 'sereno', 'toada', 'bem', 'querer', 'Tanta', 'saudade', 'senti', 'morena', 'Mas', 'coisa', 'tão', 'bonita', 'Da', 'vida', 'nunca', 'vou', 'arrepender', 'Vem', 'morena', 'Vem', 'morena', 'Vem', 'morena', 'Vem', 'morena', 'Vem', 'morena', 'Vem', 'morena', 'ouve', 'comigo', 'cantiga', 'Sair', 'vida', 'aventureira', 'Tanta', 'toada', 'trago', 'viola', 'Pra', 'ver', 'feliz', 'Escuta', 'trem', 'ferro', 'alegre', 'cantar', 'Na', 'reta', 'chegada', 'pra', 'descansar', 'No', 'coração', 'sereno', 'toada', 'bem', 'querer']",PT-BR,https://api.vagalume.com.br/search.php?art= Boca Livre &mus=Toada&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Nuvemdelágrimas,ChitãozinhoeXororó,"['Há', 'nuvem', 'lágrimas', 'sobre', 'olhos', 'Dizendo', 'pra', 'mim', 'embora', 'demora', 'pranto', 'rolar', 'Eu', 'feito', 'tudo', 'pra', 'convencer', 'provar', 'vida', 'melhor', 'Mas', 'coração', 'deixa', 'enganar', 'Vivo', 'inventando', 'paixões', 'pra', 'fugir', 'saudade', 'Mas', 'cama', 'realidade', 'É', 'ausência', 'doendo', 'demais', 'Dá', 'vazio', 'peito', 'coisa', 'ruim', 'O', 'corpo', 'querendo', 'corpo', 'mim', 'Vou', 'sobrevivendo', 'mundo', 'paz', 'Ah', 'jeito', 'triste', 'ter', 'Longe', 'olhos', 'dentro', 'coração', 'Me', 'ensina', 'esquecer', 'Ou', 'venha', 'logo', 'tira', 'desta', 'solidão']",PT-BR,https://api.vagalume.com.br/search.php?art= Chitaozinho e Xororo &mus=Nuvem-de-lagrimas&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
SóProMeuPrazer,HeróisdaResistência,"['Não', 'fala', 'nada', 'deixa', 'tudo', 'assim', 'mim', 'Eu', 'importo', 'bem', 'assim', 'É', 'tudo', 'real', 'mentiras', 'assim', 'faz', 'mal', 'assim', 'faz', 'mal', 'Noite', 'dia', 'completam', 'amor', 'ode', 'eterno', 'Eu', 'imagino', 'conserto', 'faço', 'cena', 'quiser', 'Eu', 'tiro', 'roupa', 'pra', 'maior', 'ficção', 'amor', 'Eu', 'recriei', 'pro', 'prazer', 'Só', 'pro', 'prazer', 'Não', 'venha', 'agora', 'insinuações', 'Dos', 'defeitos', 'algum', 'medo', 'normal', 'Será', 'nada', 'penso', 'Também', 'faz', 'mal', 'Não', 'faz', 'mal', 'Noite', 'dia', 'completam', 'amor', 'ode', 'eterno', 'Eu', 'imagino', 'conserto', 'faço', 'cena', 'quiser', 'Eu', 'tiro', 'roupa', 'pra', 'maior', 'ficção', 'amor', 'Eu', 'recriei', 'pro', 'prazer', 'Só', 'pro', 'prazer', 'Noite', 'dia', 'completam', 'amor', 'ódio', 'eterno', 'Eu', 'imagino', 'conserto', 'faço', 'cena', 'quiser', 'Eu', 'tiro', 'roupa', 'pra', 'maior', 'ficção', 'amor', 'Eu', 'recriei', 'pro', 'prazer']",PT-BR,https://api.vagalume.com.br/search.php?art= Herois da Resistencia &mus=So-Pro-Meu-Prazer&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Adocica,BetoBarbosa,"['Adocica', 'amor', 'adocica', 'Adocica', 'amor', 'vida', 'oi', 'Tá', 'tá', 'ficando', 'Ficando', 'legal', 'Nosso', 'amor', 'veneno', 'Veneno', 'bem', 'mal', 'Adocica', 'amor', 'adocica', 'Adocica', 'amor', 'vida', 'oi', 'Lua', 'luanda', 'encanta', 'Os', 'caminhos', 'fim', 'Quero', 'ter', 'pra', 'sempre', 'Sempre', 'pertinho', 'mim', 'oi', 'Bate', 'feliz', 'coração', 'Quando', 'vê', 'Adocica', 'amor', 'adocica', 'Adocica', 'amor', 'vida', 'oi', 'Morena', 'doce', 'gostoso', 'Magia', 'prazer', 'Me', 'faz', 'gato', 'sapato', 'Me', 'dá', 'dá', 'prazer', 'Adocica', 'amor', 'adocica', 'Adocica', 'amor', 'vida', 'oi', 'Adocica', 'amor', 'adocica']",PT-BR,https://api.vagalume.com.br/search.php?art= Beto Barbosa &mus=Adocica&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MeuBemQuerer,Djavan,"['Meu', 'bem-querer', 'É', 'segredo', 'sagrado', 'Está', 'sacramentado', 'coração', 'Meu', 'bem-querer', 'Tem', 'quê', 'pecado', 'Acariciado', 'emoção', 'Meu', 'bem-querer', 'encanto', 'Tô', 'sofrendo', 'tanto', 'Amor', 'sofrer', 'Para', 'mim', 'Jurado', 'pra', 'morrer', 'amor', '©', 'Ed', 'Musicais', 'Tapajós']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan &mus=Meu-Bem-Querer&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Tieta,LuizCaldas,"['Vem', 'amor', 'vem', 'calor', 'No', 'corpo', 'enroscar', 'Vem', 'flor', 'vem', 'pudor', 'braços', 'matar', 'Tiêta', 'feita', 'Da', 'costela', 'Adão', 'É', 'mulher', 'diabo', 'Minha', 'própria', 'tentação', 'Tiêta', 'serpente', 'Que', 'encantava', 'paraíso', 'Ela', 'veio', 'mundo', 'Pra', 'virar', 'juízo', 'Tiêta', 'Tiêta', 'Pelos', 'olhos', 'Tiêta', 'Me', 'deixei', 'guiar', 'Tiêta', 'Tiêta', 'No', 'ventre', 'Tiêta', 'Encontrei', 'lugar', 'Tiêta', 'Tiêta', 'Nos', 'seios', 'Tiêta', 'Construí', 'ninho', 'Na', 'boca', 'Tiêta', 'Morri', 'passarinho', 'Vem', 'amor', 'vem', 'calor', 'No', 'corpo', 'enroscar', 'Vem', 'flor', 'vem', 'pudor', 'braços', 'matar', 'Tiêta', 'Agreste', 'Lua', 'cheia', 'tesão', 'É', 'lua', 'estrela', 'nuvem', 'Carregada', 'paixão', 'Tiêta', 'fogo', 'ardente', 'Queimando', 'coração', 'Seu', 'amor', 'mata', 'gente', 'Mais', 'solo', 'sertão', 'Vem', 'amor', 'vem', 'calor', 'No', 'corpo', 'enroscar', 'Vem', 'flor', 'vem', 'pudor', 'braços', 'matar', 'Tiêta', 'Agreste', 'Lua', 'cheia', 'tesão', 'É', 'lua', 'estrela', 'nuvem', 'Carregada', 'paixão', 'Tiêta', 'fogo', 'ardente', 'Queimando', 'coração', 'Seu', 'amor', 'mata', 'gente', 'Mais', 'solo', 'sertão']",PT-BR,https://api.vagalume.com.br/search.php?art= Luiz Caldas &mus=Tieta&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MordidadeAmor,Yahoo,"['Quando', 'faz', 'amor', 'Se', 'olha', 'espelho', 'Será', 'Gosta', 'mim', 'Vai', 'dizer', 'Que', 'pra', 'sempre', 'Isso', 'amor', 'Ou', 'doce', 'mentira', 'UUU', 'Baby', 'Mas', 'Se', 'morde', 'amor', 'Rolando', 'cama', 'Chamando', 'nome', 'Eu', 'quero', 'tocar', 'Óh', 'Baby', 'fazer', 'jogo', 'Vai', 'deixar', 'louco', 'Sei', 'pensa', 'O', 'amor', 'jeito', 'Coração', 'quebrado', 'Orgulho', 'inteiro', 'Amar', 'assim', 'Jamais', 'dizer', 'adeus', 'Já', 'grande', 'surpresa', 'Viver', 'assim', 'morder', 'amor', 'Eu', 'quero', 'tocar', 'Óh', 'Bab', 'fazer', 'jogo', 'Vai', 'deixar', 'louco', 'Sei', 'pensa', 'O', 'amor', 'jeito', 'Coração', 'quebrado', 'Orgulho', 'inteiro', 'Amar', 'assim', 'Jamais', 'dizer', 'adeus', 'Já', 'grande', 'surpresa', 'Viver', 'assim', 'Ou', 'morder', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Yahoo &mus=Mordida-de-Amor&apikey=dc668952146a4a25b6d06586e7b69708,exact,
AlôMarciano,ElisRegina,"['Alô', 'alô', 'Marciano', 'Aqui', 'fala', 'Terra', 'Pra', 'variar', 'guerra', 'Você', 'imagina', 'loucura', 'O', 'ser', 'humano', 'tá', 'maior', 'fissura', 'porque', 'Tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'Alô', 'alô', 'marciano', 'crise', 'tá', 'virando', 'zona', 'Cada', 'si', 'todo', 'mundo', 'lona', 'lá', 'mordomia', 'Tem', 'rei', 'aí', 'pedindo', 'alforria', 'porque', 'Tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'Alô', 'alô', 'marciano', 'coisa', 'tá', 'ficando', 'ruça', 'Muita', 'patrulha', 'muita', 'bagunça', 'O', 'muro', 'começou', 'pichar', 'Tem', 'sempre', 'aiatolá', 'pra', 'atola', 'Alá', 'Tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'The', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'In', 'the', 'high', 'society', 'Down', 'down', 'down', 'Alô', 'alô', 'marciano', 'Aqui', 'fala', 'Terra', 'Pra', 'variar', 'guerra', 'Você', 'imagina', 'loucura', 'O', 'ser', 'humano', 'tá', 'maior', 'fissura', 'porque', 'Tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'Down', 'down', 'down', 'The', 'high', 'society', 'Down', 'down', 'down', 'The', 'high', 'society', 'Ui', 'gente', 'fina', 'outra', 'coisa', 'entende', 'Down', 'down', 'down', 'High', 'society', 'Down', 'down', 'down', 'down', 'down', 'High', 'society', 'Hoje', 'fazem', 'countries', 'antigamente', 'High', 'society', 'high', 'society', 'high', 'society', 'high', 'society', 'Down', 'down', 'down', 'High', 'society', 'Down', 'down', 'down', 'down', 'down', 'High', 'society', 'Ai', 'chique', 'jazz', 'Deus', 'Down', 'down', 'down', 'High', 'society', 'Down', 'down', 'down', 'Ah', 'Deus']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Alo-Marciano&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
