Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
NossoLoucoAmor,Gang90eAbsurdetes,"['louco', 'amor', 'olhar', 'adeus', 'vem', 'acompanhar', 'perdão', 'aprender', 'errar', 'amor', 'vem', 'abandonar', 'assim', 'mare', 'sul', 'jatos', 'luz', 'beleza', 'dor', 'vida', 'sexual', 'selvagens', 'agora', 'aqui', 'passou', 'dor', 'rua', 'luz', 'cidade', 'ilumina', 'louco', 'amor', 'louco', 'amor', 'lance', 'dado', 'abolirá', 'caso', 'louco', 'amor', 'olhar', 'adeus', 'vem', 'acompanhar', 'perdão', 'aprender', 'errar', 'amor', 'vem', 'abandonar', 'assim', 'mare', 'sul', 'jatos', 'luz', 'beleza', 'dor', 'vida', 'sexual', 'selvagens', 'bom', 'saber', 'voltou', 'ser', 'rua', 'estrela', 'ilumina', 'louco', 'amor', 'louco', 'amor', 'lance', 'dado', 'abolirá', 'caso']",PT-BR,https://api.vagalume.com.br/search.php?art= Gang 90 e Absurdetes &mus=Nosso-Louco-Amor&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
"Oqueé,oqueé",Gonzaguinha,"['fico', 'pureza', 'respostas', 'crianças', 'vida', 'bonita', 'bonita', 'viver', 'ter', 'vergonha', 'ser', 'feliz', 'cantar', 'beleza', 'ser', 'eterno', 'aprendiz', 'sei', 'vida', 'devia', 'ser', 'bem', 'melhor', 'impede', 'repita', 'bonita', 'bonita', 'bonita', 'vida', 'vida', 'diga', 'lá', 'irmão', 'batida', 'coração', 'doce', 'ilusão', 'vida', 'amar', 'vida', 'sofrimento', 'alegria', 'lamento', 'irmão', 'fale', 'vida', 'gente', 'nada', 'mundo', 'gota', 'tempo', 'dá', 'segundo', 'fale', 'divino', 'mistério', 'profundo', 'sopro', 'criador', 'atitude', 'repleta', 'amor', 'diz', 'luto', 'prazer', 'diz', 'vida', 'viver', 'diz', 'melhor', 'morrer', 'poi', 'amada', 'inferno', 'sofrer', 'sei', 'confio', 'moça', 'moça', 'ponho', 'força', 'fé', 'fazemos', 'vida', 'der', 'puder', 'quiser', 'sempre', 'desejada', 'errada', 'ninguém', 'quer', 'morte', 'saúde', 'sorte', 'pergunta', 'roda', 'cabeça', 'agita', 'fico', 'pureza', 'respostas', 'crianças', 'vida', 'bonita', 'bonita', 'vida', 'bonita', 'bonita']",PT-BR,https://api.vagalume.com.br/search.php?art= Gonzaguinha &mus=O-que-e-o-que-e&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Sintonia,Tunai,"['abraça', 'lev', 'pro', 'infinito', 'faz', 'flutuar', 'sonho', 'bonito', 'dá', 'pra', 'explicar', 'quero', 'prescinto', 'desejo', 'beijo', 'vamos', 'seguindo', 'caminhos', 'vão', 'destino', 'sol', 'lua', 'junto', 'amor', 'uniu', 'mundos', 'gente', 'olha', 'namora', 'dança', 'balé', 'vida', 'viver', 'tão', 'simple', 'prazer', 'bom', 'gente', 'tanta', 'energia', 'assim', 'fica', 'afim', 'quero', 'outra', 'vez', 'paixão', 'sintonia']",PT-BR,https://api.vagalume.com.br/search.php?art= Tunai &mus=Sintonia&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Inútil,UltrajeaRigor,"['gente', 'sabemos', 'escolher', 'presidente', 'gente', 'sabemos', 'tomar', 'conta', 'gente', 'gente', 'sabemos', 'escovar', 'dente', 'gringo', 'pensando', 'nóis', 'indigente', 'refrão', 'inútil', 'gente', 'inútil', 'inútil', 'gente', 'inútil', 'inútil', 'gente', 'inútil', 'inútil', 'gente', 'inútil', 'gente', 'faz', 'carro', 'sabe', 'guiar', 'gente', 'faz', 'trilho', 'trem', 'prá', 'botar', 'gente', 'faz', 'filho', 'consegue', 'criar', 'gente', 'pede', 'grana', 'consegue', 'pagar', 'refrão', 'gente', 'faz', 'música', 'consegue', 'gravar', 'gente', 'escreve', 'livro', 'consegue', 'publicar', 'gente', 'escreve', 'peça', 'consegue', 'encenar', 'gente', 'joga', 'bola', 'consegue', 'ganhar']",PT-BR,https://api.vagalume.com.br/search.php?art= Ultraje a Rigor &mus=Inutil&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Sina,DjavaneCaetanoVeloso,"['pai', 'mãe', 'ouro', 'mina', 'coração', 'desejo', 'sina', 'tudo', 'pura', 'rotina', 'jazz', 'tocarei', 'nome', 'pra', 'poder', 'falar', 'amor', 'princesa', 'art-noveau', 'natureza', 'tudo', 'pura', 'beleza', 'jazz', 'luz', 'grande', 'prazer', 'irremediável', 'neon', 'grito', 'prazer', 'açoitar', 'ar', 'réveillon', 'luar', 'estrela', 'mar', 'sol', 'dom', 'quiçá', 'dia', 'fúria', 'desse', 'front', 'virá', 'lapidar', 'sonho', 'gerar', 'som']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan e Caetano Veloso &mus=Sina&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Adelaide,InimigosdoRei,"['andava', 'rua', 'noite', 'totalmente', 'vez', 'outra', 'via', 'coisas', 'bancas', 'jornal', 'pensava', 'gaja', 'motivo', 'deixou', 'repente', 'ouvi', 'alguém', 'pequeno', 'gritar', 'qualquer', 'cola', 'poesia', 'mariola', 'vai', 'vai', 'perguntei', 'fazes', 'aqui', 'disse', 'faminta', 'tentado', 'esquecer', 'faças', 'teatro', 'chegue', 'perto', 'mim', 'tal', 'irmos', ""pr'um"", 'boteco', 'assar', 'javali', 'javali', 'adelaide', 'anã', 'paraguaia', 'adelaide', 'anã', 'adelaide', 'anã', 'paraguaia', 'adelaide', 'anã', 'digue', 'miúda', 'porque', 'tratas', 'assim', 'geladeira', 'posso', 'ser', 'pinguim', 'dançaremos', 'baixinho', 'lá', 'jardim', 'alá', 'diz', 'vê', 'manca', 'rapaz', 'alto', 'demais', 'alto', 'demais', 'adelaide', 'anã', 'paraguaia', 'adelaide', 'anã', 'naquele', 'dia', 'brigamos', 'irritou', 'soltaste', 'pum', 'elevador', 'todo', 'mundo', 'disse', 'acho', 'entregou', 'mostrando', 'mão', 'amarela', 'adelaide', 'anã', 'paraguaia', 'adelaide', 'anã', 'oh', 'menina', 'vê', 'fez', 'jogo', 'confete', 'cospe', 'outra', 'vez', 'sim', 'jogo', 'basquete', 'português', 'cláudia', 'raia', 'apenas', 'adelaide', 'anã', 'paraguaia', 'adelaide', 'anã']",PT-BR,https://api.vagalume.com.br/search.php?art= Inimigos do Rei &mus=Adelaide&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Toada,BocaLivre,"['vem', 'morena', 'ouvir', 'comigo', 'cantiga', 'sair', 'vida', 'aventureira', 'tanta', 'toada', 'trago', 'viola', 'pra', 'ver', 'feliz', 'escuta', 'trem', 'ferro', 'alegre', 'cantar', 'reta', 'chegada', 'pra', 'descansar', 'coração', 'sereno', 'toada', 'bem', 'querer', 'tanta', 'saudade', 'sent', 'morena', 'coisa', 'tão', 'bonita', 'vida', 'nunca', 'vou', 'arrepender', 'morena', 'ouve', 'comigo', 'cantiga', 'sair', 'vida', 'aventureira', 'tanta', 'toada', 'trago', 'viola', 'pra', 'ver', 'feliz', 'escuta', 'trem', 'ferro', 'alegre', 'cantar', 'reta', 'chegada', 'pra', 'descansar', 'coração', 'sereno', 'toada', 'bem', 'querer', 'tanta', 'saudade', 'sent', 'morena', 'coisa', 'tão', 'bonita', 'vida', 'nunca', 'vou', 'arrepender', 'vem', 'morena', 'vem', 'morena', 'vem', 'morena', 'vem', 'morena', 'vem', 'morena', 'vem', 'morena', 'ouve', 'comigo', 'cantiga', 'sair', 'vida', 'aventureira', 'tanta', 'toada', 'trago', 'viola', 'pra', 'ver', 'feliz', 'escuta', 'trem', 'ferro', 'alegre', 'cantar', 'reta', 'chegada', 'pra', 'descansar', 'coração', 'sereno', 'toada', 'bem', 'querer']",PT-BR,https://api.vagalume.com.br/search.php?art= Boca Livre &mus=Toada&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Nuvemdelágrimas,ChitãozinhoeXororó,"['nuvem', 'lágrimas', 'sobre', 'olhos', 'dizendo', 'pra', 'mim', 'embora', 'demora', 'pranto', 'rolar', 'feito', 'tudo', 'pra', 'convencer', 'provar', 'vida', 'melhor', 'coração', 'deixa', 'enganar', 'vivo', 'inventando', 'paixões', 'pra', 'fugir', 'saudade', 'cama', 'realidade', 'ausência', 'doendo', 'demais', 'dá', 'vazio', 'peito', 'coisa', 'ruim', 'corpo', 'querendo', 'corpo', 'mim', 'vou', 'sobrevivendo', 'mundo', 'paz', 'ah', 'jeito', 'triste', 'ter', 'longe', 'olhos', 'dentro', 'coração', 'ensina', 'esquecer', 'venha', 'logo', 'tira', 'desta', 'solidão']",PT-BR,https://api.vagalume.com.br/search.php?art= Chitaozinho e Xororo &mus=Nuvem-de-lagrimas&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
SóProMeuPrazer,HeróisdaResistência,"['fala', 'nada', 'deixa', 'tudo', 'assim', 'mim', 'importo', 'bem', 'assim', 'tudo', 'real', 'mentiras', 'assim', 'faz', 'mal', 'assim', 'faz', 'mal', 'noite', 'dia', 'completam', 'amor', 'ode', 'eterno', 'imagino', 'conserto', 'faço', 'cena', 'quiser', 'tiro', 'roupa', 'pra', 'maior', 'ficção', 'amor', 'recriei', 'pro', 'prazer', 'pro', 'prazer', 'venha', 'agora', 'insinuações', 'defeitos', 'algum', 'medo', 'normal', 'nada', 'penso', 'faz', 'mal', 'faz', 'mal', 'noite', 'dia', 'completam', 'amor', 'ode', 'eterno', 'imagino', 'conserto', 'faço', 'cena', 'quiser', 'tiro', 'roupa', 'pra', 'maior', 'ficção', 'amor', 'recriei', 'pro', 'prazer', 'pro', 'prazer', 'noite', 'dia', 'completam', 'amor', 'ódio', 'eterno', 'imagino', 'conserto', 'faço', 'cena', 'quiser', 'tiro', 'roupa', 'pra', 'maior', 'ficção', 'amor', 'recriei', 'pro', 'prazer']",PT-BR,https://api.vagalume.com.br/search.php?art= Herois da Resistencia &mus=So-Pro-Meu-Prazer&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Adocica,BetoBarbosa,"['adocica', 'amor', 'adocica', 'adocica', 'amor', 'vida', 'oi', 'tá', 'tá', 'ficando', 'ficando', 'legal', 'amor', 'veneno', 'veneno', 'bem', 'mal', 'adocica', 'amor', 'adocica', 'adocica', 'amor', 'vida', 'oi', 'lua', 'luanda', 'encanta', 'caminhos', 'fim', 'quero', 'ter', 'pra', 'sempre', 'sempre', 'pertinho', 'mim', 'oi', 'bate', 'feliz', 'coração', 'vê', 'adocica', 'amor', 'adocica', 'adocica', 'amor', 'vida', 'oi', 'morena', 'doce', 'gostoso', 'magia', 'prazer', 'faz', 'gato', 'sapato', 'dá', 'dá', 'prazer', 'adocica', 'amor', 'adocica', 'adocica', 'amor', 'vida', 'oi', 'adocica', 'amor', 'adocica']",PT-BR,https://api.vagalume.com.br/search.php?art= Beto Barbosa &mus=Adocica&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MeuBemQuerer,Djavan,"['bem-querer', 'segredo', 'sagrado', 'sacramentado', 'coração', 'bem-querer', 'quê', 'pecado', 'acariciado', 'emoção', 'bem-querer', 'encanto', 'tô', 'sofrendo', 'tanto', 'amor', 'sofrer', 'mim', 'jurado', 'pra', 'morrer', 'amor', '©', 'ed', 'musicais', 'tapajós']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan &mus=Meu-Bem-Querer&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Tieta,LuizCaldas,"['vem', 'amor', 'vem', 'calor', 'corpo', 'enroscar', 'vem', 'flor', 'vem', 'pudor', 'braços', 'matar', 'tiêta', 'feita', 'costela', 'adão', 'mulher', 'diabo', 'própria', 'tentação', 'tiêta', 'serpente', 'encantava', 'paraíso', 'veio', 'mundo', 'pra', 'virar', 'juízo', 'tiêta', 'tiêta', 'olhos', 'tiêta', 'deixei', 'guiar', 'tiêta', 'tiêta', 'ventre', 'tiêta', 'encontrei', 'lugar', 'tiêta', 'tiêta', 'seios', 'tiêta', 'construí', 'ninho', 'boca', 'tiêta', 'morri', 'passarinho', 'vem', 'amor', 'vem', 'calor', 'corpo', 'enroscar', 'vem', 'flor', 'vem', 'pudor', 'braços', 'matar', 'tiêta', 'agreste', 'lua', 'cheia', 'tesão', 'lua', 'estrela', 'nuvem', 'carregada', 'paixão', 'tiêta', 'fogo', 'ardente', 'queimando', 'coração', 'amor', 'mata', 'gente', 'solo', 'sertão', 'vem', 'amor', 'vem', 'calor', 'corpo', 'enroscar', 'vem', 'flor', 'vem', 'pudor', 'braços', 'matar', 'tiêta', 'agreste', 'lua', 'cheia', 'tesão', 'lua', 'estrela', 'nuvem', 'carregada', 'paixão', 'tiêta', 'fogo', 'ardente', 'queimando', 'coração', 'amor', 'mata', 'gente', 'solo', 'sertão']",PT-BR,https://api.vagalume.com.br/search.php?art= Luiz Caldas &mus=Tieta&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MordidadeAmor,Yahoo,"['faz', 'amor', 'olha', 'espelho', 'gosta', 'mim', 'vai', 'dizer', 'pra', 'sempre', 'amor', 'doce', 'mentira', 'uuu', 'baby', 'morde', 'amor', 'rolando', 'cama', 'chamando', 'nome', 'quero', 'tocar', 'óh', 'baby', 'fazer', 'jogo', 'vai', 'deixar', 'louco', 'sei', 'pensa', 'amor', 'jeito', 'coração', 'quebrado', 'orgulho', 'inteiro', 'amar', 'assim', 'jamais', 'dizer', 'adeus', 'grande', 'surpresa', 'viver', 'assim', 'morder', 'amor', 'quero', 'tocar', 'óh', 'bab', 'fazer', 'jogo', 'vai', 'deixar', 'louco', 'sei', 'pensa', 'amor', 'jeito', 'coração', 'quebrado', 'orgulho', 'inteiro', 'amar', 'assim', 'jamais', 'dizer', 'adeus', 'grande', 'surpresa', 'viver', 'assim', 'morder', 'amor']",PT-BR,https://api.vagalume.com.br/search.php?art= Yahoo &mus=Mordida-de-Amor&apikey=dc668952146a4a25b6d06586e7b69708,exact,
AlôMarciano,ElisRegina,"['alô', 'alô', 'marciano', 'aqui', 'fala', 'terra', 'pra', 'variar', 'guerra', 'imagina', 'loucura', 'ser', 'humano', 'tá', 'maior', 'fissura', 'porque', 'tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'alô', 'alô', 'marciano', 'crise', 'tá', 'virando', 'zona', 'cada', 'si', 'todo', 'mundo', 'lona', 'lá', 'mordomia', 'rei', 'aí', 'pedindo', 'alforria', 'porque', 'tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'alô', 'alô', 'marciano', 'coisa', 'tá', 'ficando', 'ruça', 'muita', 'patrulha', 'muita', 'bagunça', 'muro', 'começou', 'pichar', 'sempre', 'aiatolá', 'pra', 'atola', 'alá', 'tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'alô', 'alô', 'marciano', 'aqui', 'fala', 'terra', 'pra', 'variar', 'guerra', 'imagina', 'loucura', 'ser', 'humano', 'tá', 'maior', 'fissura', 'porque', 'tá', 'cada', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'the', 'high', 'society', 'down', 'down', 'down', 'the', 'high', 'society', 'ui', 'gente', 'fina', 'outra', 'coisa', 'entende', 'down', 'down', 'down', 'high', 'society', 'down', 'down', 'down', 'down', 'down', 'high', 'society', 'hoje', 'fazem', 'country', 'antigamente', 'high', 'society', 'high', 'society', 'high', 'society', 'high', 'society', 'down', 'down', 'down', 'high', 'society', 'down', 'down', 'down', 'down', 'down', 'high', 'society', 'ai', 'chique', 'jazz', 'deus', 'down', 'down', 'down', 'high', 'society', 'down', 'down', 'down', 'ah', 'deus']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Alo-Marciano&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
