Music,Artist,Text,Language,Url,Search Status,Unnamed: 6
Sina,DjavaneCaetanoVeloso,"['pai', 'mãe', 'our', 'min', 'coraçã', 'desej', 'sin', 'tud', 'pur', 'rotin', 'jazz', 'toc', 'nom', 'pra', 'pod', 'fal', 'am', 'princes', 'art-noveau', 'natur', 'tud', 'pur', 'bel', 'jazz', 'luz', 'grand', 'praz', 'irremedi', 'neon', 'grit', 'praz', 'açoit', 'ar', 'réveillon', 'lu', 'estrel', 'mar', 'sol', 'dom', 'quiç', 'dia', 'fúr', 'dess', 'front', 'vir', 'lapid', 'sonh', 'ger', 'som']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan e Caetano Veloso &mus=Sina&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
Adelaide,InimigosdoRei,"['and', 'rua', 'noit', 'total', 'vez', 'outr', 'via', 'cois', 'banc', 'jorn', 'pens', 'gaj', 'motiv', 'deix', 'repent', 'ouv', 'alguém', 'pequen', 'grit', 'qualqu', 'col', 'poes', 'mariol', 'vai', 'vai', 'pergunt', 'faz', 'aqu', 'diss', 'famint', 'tent', 'esquec', 'faç', 'teatr', 'cheg', 'pert', 'mim', 'tal', 'irm', ""pr'um"", 'botec', 'ass', 'javal', 'javal', 'adelaid', 'anã', 'paragua', 'adelaid', 'anã', 'adelaid', 'anã', 'paragua', 'adelaid', 'anã', 'dig', 'miúd', 'porqu', 'trat', 'assim', 'gelad', 'poss', 'ser', 'pinguim', 'danç', 'baix', 'lá', 'jardim', 'alá', 'diz', 'vê', 'manc', 'rapaz', 'alt', 'demal', 'alt', 'demal', 'adelaid', 'anã', 'paragua', 'adelaid', 'anã', 'naquel', 'dia', 'brig', 'irrit', 'solt', 'pum', 'elev', 'tod', 'mund', 'diss', 'ach', 'entreg', 'mostr', 'mão', 'amarel', 'adelaid', 'anã', 'paragua', 'adelaid', 'anã', 'oh', 'menin', 'vê', 'fez', 'jog', 'confet', 'cosp', 'outr', 'vez', 'sim', 'jog', 'basquet', 'portugu', 'cláud', 'rai', 'apen', 'adelaid', 'anã', 'paragua', 'adelaid', 'anã']",PT-BR,https://api.vagalume.com.br/search.php?art= Inimigos do Rei &mus=Adelaide&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Toada,BocaLivre,"['vem', 'moren', 'ouv', 'comig', 'cantig', 'sair', 'vid', 'aventur', 'tant', 'to', 'trag', 'viol', 'pra', 'ver', 'feliz', 'escut', 'tr', 'ferr', 'alegr', 'cant', 'ret', 'cheg', 'pra', 'descans', 'coraçã', 'seren', 'to', 'bem', 'quer', 'tant', 'saudad', 'sent', 'moren', 'cois', 'tão', 'bonit', 'vid', 'nunc', 'vou', 'arrepend', 'moren', 'ouv', 'comig', 'cantig', 'sair', 'vid', 'aventur', 'tant', 'to', 'trag', 'viol', 'pra', 'ver', 'feliz', 'escut', 'tr', 'ferr', 'alegr', 'cant', 'ret', 'cheg', 'pra', 'descans', 'coraçã', 'seren', 'to', 'bem', 'quer', 'tant', 'saudad', 'sent', 'moren', 'cois', 'tão', 'bonit', 'vid', 'nunc', 'vou', 'arrepend', 'vem', 'moren', 'vem', 'moren', 'vem', 'moren', 'vem', 'moren', 'vem', 'moren', 'vem', 'moren', 'ouv', 'comig', 'cantig', 'sair', 'vid', 'aventur', 'tant', 'to', 'trag', 'viol', 'pra', 'ver', 'feliz', 'escut', 'tr', 'ferr', 'alegr', 'cant', 'ret', 'cheg', 'pra', 'descans', 'coraçã', 'seren', 'to', 'bem', 'quer']",PT-BR,https://api.vagalume.com.br/search.php?art= Boca Livre &mus=Toada&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Nuvemdelágrimas,ChitãozinhoeXororó,"['nuv', 'lágr', 'sobr', 'olh', 'diz', 'pra', 'mim', 'emb', 'dem', 'prant', 'rol', 'feit', 'tud', 'pra', 'convenc', 'prov', 'vid', 'melhor', 'coraçã', 'deix', 'engan', 'viv', 'invent', 'paix', 'pra', 'fug', 'saudad', 'cam', 'real', 'aus', 'doend', 'demal', 'dá', 'vazi', 'peit', 'cois', 'ruim', 'corp', 'quer', 'corp', 'mim', 'vou', 'sobreviv', 'mund', 'paz', 'ah', 'jeit', 'trist', 'ter', 'long', 'olh', 'dentr', 'coraçã', 'ensin', 'esquec', 'venh', 'log', 'tir', 'dest', 'solid']",PT-BR,https://api.vagalume.com.br/search.php?art= Chitaozinho e Xororo &mus=Nuvem-de-lagrimas&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
SóProMeuPrazer,HeróisdaResistência,"['fal', 'nad', 'deix', 'tud', 'assim', 'mim', 'import', 'bem', 'assim', 'tud', 'real', 'ment', 'assim', 'faz', 'mal', 'assim', 'faz', 'mal', 'noit', 'dia', 'complet', 'am', 'ode', 'etern', 'imagin', 'consert', 'faç', 'cen', 'quis', 'tir', 'roup', 'pra', 'mai', 'ficçã', 'am', 'recri', 'pro', 'praz', 'pro', 'praz', 'venh', 'agor', 'insinu', 'defeit', 'algum', 'med', 'norm', 'nad', 'pens', 'faz', 'mal', 'faz', 'mal', 'noit', 'dia', 'complet', 'am', 'ode', 'etern', 'imagin', 'consert', 'faç', 'cen', 'quis', 'tir', 'roup', 'pra', 'mai', 'ficçã', 'am', 'recri', 'pro', 'praz', 'pro', 'praz', 'noit', 'dia', 'complet', 'am', 'ódi', 'etern', 'imagin', 'consert', 'faç', 'cen', 'quis', 'tir', 'roup', 'pra', 'mai', 'ficçã', 'am', 'recri', 'pro', 'praz']",PT-BR,https://api.vagalume.com.br/search.php?art= Herois da Resistencia &mus=So-Pro-Meu-Prazer&apikey=dc668952146a4a25b6d06586e7b69708,aprox,
Adocica,BetoBarbosa,"['adoc', 'am', 'adoc', 'adoc', 'am', 'vid', 'oi', 'tá', 'tá', 'fic', 'fic', 'legal', 'am', 'venen', 'venen', 'bem', 'mal', 'adoc', 'am', 'adoc', 'adoc', 'am', 'vid', 'oi', 'lua', 'luand', 'encant', 'caminh', 'fim', 'quer', 'ter', 'pra', 'sempr', 'sempr', 'pert', 'mim', 'oi', 'bat', 'feliz', 'coraçã', 'vê', 'adoc', 'am', 'adoc', 'adoc', 'am', 'vid', 'oi', 'moren', 'doc', 'gost', 'mag', 'praz', 'faz', 'gat', 'sapat', 'dá', 'dá', 'praz', 'adoc', 'am', 'adoc', 'adoc', 'am', 'vid', 'oi', 'adoc', 'am', 'adoc']",PT-BR,https://api.vagalume.com.br/search.php?art= Beto Barbosa &mus=Adocica&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MeuBemQuerer,Djavan,"['bem-quer', 'segred', 'sagr', 'sacrament', 'coraçã', 'bem-quer', 'quê', 'pec', 'acarici', 'emoç', 'bem-quer', 'encant', 'tô', 'sofr', 'tant', 'am', 'sofr', 'mim', 'jur', 'pra', 'morr', 'am', '©', 'ed', 'music', 'tapajó']",PT-BR,https://api.vagalume.com.br/search.php?art= Djavan &mus=Meu-Bem-Querer&apikey=dc668952146a4a25b6d06586e7b69708,exact,
Tieta,LuizCaldas,"['vem', 'am', 'vem', 'cal', 'corp', 'enrosc', 'vem', 'fl', 'vem', 'pud', 'braç', 'mat', 'tiêt', 'feit', 'costel', 'adã', 'mulh', 'diab', 'própr', 'tent', 'tiêt', 'serp', 'encant', 'paraís', 'vei', 'mund', 'pra', 'vir', 'juíz', 'tiêt', 'tiêt', 'olh', 'tiêt', 'deix', 'gui', 'tiêt', 'tiêt', 'ventr', 'tiêt', 'encontr', 'lug', 'tiêt', 'tiêt', 'sei', 'tiêt', 'construí', 'ninh', 'boc', 'tiêt', 'morr', 'pass', 'vem', 'am', 'vem', 'cal', 'corp', 'enrosc', 'vem', 'fl', 'vem', 'pud', 'braç', 'mat', 'tiêt', 'agrest', 'lua', 'chei', 'tes', 'lua', 'estrel', 'nuv', 'carreg', 'paix', 'tiêt', 'fog', 'ardent', 'queim', 'coraçã', 'am', 'mat', 'gent', 'sol', 'sert', 'vem', 'am', 'vem', 'cal', 'corp', 'enrosc', 'vem', 'fl', 'vem', 'pud', 'braç', 'mat', 'tiêt', 'agrest', 'lua', 'chei', 'tes', 'lua', 'estrel', 'nuv', 'carreg', 'paix', 'tiêt', 'fog', 'ardent', 'queim', 'coraçã', 'am', 'mat', 'gent', 'sol', 'sert']",PT-BR,https://api.vagalume.com.br/search.php?art= Luiz Caldas &mus=Tieta&apikey=dc668952146a4a25b6d06586e7b69708,exact,
MordidadeAmor,Yahoo,"['faz', 'am', 'olh', 'espelh', 'gost', 'mim', 'vai', 'diz', 'pra', 'sempr', 'am', 'doc', 'ment', 'uuu', 'baby', 'mord', 'am', 'rol', 'cam', 'cham', 'nom', 'quer', 'toc', 'óh', 'baby', 'faz', 'jog', 'vai', 'deix', 'louc', 'sei', 'pens', 'am', 'jeit', 'coraçã', 'quebr', 'orgulh', 'int', 'am', 'assim', 'jamal', 'diz', 'adeu', 'grand', 'surpr', 'viv', 'assim', 'mord', 'am', 'quer', 'toc', 'óh', 'bab', 'faz', 'jog', 'vai', 'deix', 'louc', 'sei', 'pens', 'am', 'jeit', 'coraçã', 'quebr', 'orgulh', 'int', 'am', 'assim', 'jamal', 'diz', 'adeu', 'grand', 'surpr', 'viv', 'assim', 'mord', 'am']",PT-BR,https://api.vagalume.com.br/search.php?art= Yahoo &mus=Mordida-de-Amor&apikey=dc668952146a4a25b6d06586e7b69708,exact,
AlôMarciano,ElisRegina,"['alô', 'alô', 'marci', 'aqu', 'fal', 'terr', 'pra', 'vari', 'guerr', 'imagin', 'louc', 'ser', 'human', 'tá', 'mai', 'fiss', 'porqu', 'tá', 'cad', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'alô', 'alô', 'marci', 'cris', 'tá', 'vir', 'zon', 'cad', 'si', 'tod', 'mund', 'lon', 'lá', 'mordom', 'rei', 'aí', 'ped', 'alforr', 'porqu', 'tá', 'cad', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'alô', 'alô', 'marci', 'cois', 'tá', 'fic', 'ruç', 'muit', 'patrulh', 'muit', 'bagunç', 'mur', 'começ', 'pich', 'sempr', 'aiatol', 'pra', 'atol', 'alá', 'tá', 'cad', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'alô', 'alô', 'marci', 'aqu', 'fal', 'terr', 'pra', 'vari', 'guerr', 'imagin', 'louc', 'ser', 'human', 'tá', 'mai', 'fiss', 'porqu', 'tá', 'cad', 'vez', 'down', 'in', 'the', 'high', 'society', 'down', 'down', 'down', 'the', 'high', 'society', 'down', 'down', 'down', 'the', 'high', 'society', 'ui', 'gent', 'fin', 'outr', 'cois', 'entend', 'down', 'down', 'down', 'high', 'society', 'down', 'down', 'down', 'down', 'down', 'high', 'society', 'hoj', 'faz', 'countri', 'antig', 'high', 'society', 'high', 'society', 'high', 'society', 'high', 'society', 'down', 'down', 'down', 'high', 'society', 'down', 'down', 'down', 'down', 'down', 'high', 'society', 'ai', 'chiqu', 'jazz', 'deu', 'down', 'down', 'down', 'high', 'society', 'down', 'down', 'down', 'ah', 'deu']",PT-BR,https://api.vagalume.com.br/search.php?art= Elis Regina &mus=Alo-Marciano&apikey=dc668952146a4a25b6d06586e7b69708,GoogleSearch OK,
